status_message,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
"""I have electrosensitivity.  When I'm exposed to electricity, it's like one thousand scorpions stinging me.  It's like every description of fire in the bible.  There is no 'off the grid.'  Because the grid is everywhere.  So I live 'between the grid.'  I have a lot of memorized safe spaces.  I've tested all the stoops in the neighborhood, and this is an especially good one because it has a lot of wrought iron going into the ground.  I wear seven layers of shielding clothes.  I wear silver sterling boxers.  I wear conductive socks.  And nobody protects me because they think I'm imagining things.  They think that they can decide how much I can take.  Some people even point their cell phones at me. It's like they're punching me without punching me.  Even after I explain the science, I get pigeonholed as crazy.  The bigotry is maddening.  Because even if I remove all my quantified evidence, and I say that I believe it hurts me-- that should be fine.  I have the right to choose how much radiation I'm exposed to.""",9/16/16 10:45,61817,4972,2274,50165,805,3516,152,7072,107
"""I'm studying to be a counselor for battered and abused women.  I haven't had any actual cases yet because I'm still learning.  But eventually I want to help abused women clearly understand the situation that they're in.  Seventy percent of cases go unreported.  There are a lot of reasons that women don't speak out.  Some have low self-esteem and feel like they have no other options.  Some are afraid.  But a lot of women just genuinely love their partners, and they convince themselves that it's 'just a phase.'  They think that things will get better.  There can be a lot of idealism involved.  I work at a bridal salon now.  At our shop, we never call women 'customers.'  We always call them 'brides.'   Because brides are special.  Marriage is a dream come true.  I can see it in the brides' faces when they try on their dresses.  They feel like they've finally found their 'happily ever after.'  And it can be hard to give up on that idea.  Even if they're being abused.""",9/14/16 21:12,137216,2034,6569,117737,12181,356,11,6907,24
"""I grew up in a small town in North Carolina.  Only five people in my graduating class even left the town.  And I left but I haven't done anything.  I feel like: 'Yah, I had this dream, but it was bullshit.'  And now there's nothing to say about me.  When people ask what I'm doing, there's nothing to say.  Back when I was in college, I could say that I was a student.  I was majoring in film and television.  But now I'm just doing an internship and working at a grocery store.  And it bothers me to tell people that.  I'm actually afraid to meet new people.  And I don't know why.  Because everyone who works with me is nice and educated and has dreams.  And I don't judge them for working at a grocery store.  Yet it bothers me to tell people that about myself.""",9/13/16 12:45,121296,6233,5342,103661,6515,222,26,10853,19
"""The first time I met Jack, I thought to myself: 'Here's a gay guy who's not cynical, who's not sarcastic, who enjoys life.'  He had so much energy.  He was a fifth grade teacher and he'd always get so excited when he talked about his work.  He'd produce these plays where he'd let the kids choose their own characters.  He'd spend hours writing out their dialogue.  And then I'd pretend to be one of the fathers and go sit in the audience.  It was so fun.  We had so much fun together.  But the whole time we were dating, there was always part of me that thought I could do better.  I was a fancy lawyer.  Jack never seemed 'cool enough' for me.  And so I left him for a gorgeous twenty-one year old.  Jack and I remained friends.  We even continued living together.  But his therapist told him never to date me again.  So he dated other people.  And he got sick.  Both of us got sick, but Jack was the one who died.  And he might have lived if I hadn't been such a bad person.  If he'd been 'enough' for me, he'd never have gotten HIV.  The funny thing is-- I'd grown up thinking that I'd never be loved.  Then a wonderful person loved me.  And I left him to have sex with somebody who wasn't a wonderful person.  Jack died thirty years ago.  I dream about him almost every night.  It always feels good to see him alive.  For a moment, I don't have to blame myself for his death.  I usually ask him for forgiveness.  And some nights he forgives me.  But other nights he doesn't.""",9/12/16 18:56,237669,5933,12831,124145,13046,1142,61,99164,111
"""I'm not Barack Obama.  I'm not Bill Clinton.  Both of them carry themselves with a naturalness that is very appealing to audiences.  But I'm married to one and I've worked for the other, so I know how hard they work at being natural.  It's not something they just dial in.  They work and they practice what they're going to say.  It's not that they're trying to be somebody else.  But it's hard work to present yourself in the best possible way.  You have to communicate in a way that people say: 'OK, I get her.'  And that can be more difficult for a woman.  Because who are your models?  If you want to run for the Senate, or run for the Presidency, most of your role models are going to be men.  And what works for them won't work for you.  Women are seen through a different lens.  It's not bad.  It's just a fact.   It's really quite funny.  I'll go to these events and there will be men speaking before me, and they'll be pounding the message, and screaming about how we need to win the election.  And people will love it.  And I want to do the same thing.  Because I care about this stuff.   But I've learned that I can't be quite so passionate in my presentation.  I love to wave my arms, but apparently that's a little bit scary to people.  And I can't yell too much.  It comes across as 'too loud' or 'too shrill' or 'too this' or 'too that.'  Which is funny, because I'm always convinced that the people in the front row are loving it.""",9/8/16 15:58,630926,23379,108242,555149,66300,1053,1599,1128,5697
"""I was taking a law school admissions test in a big classroom at Harvard.  My friend and I were some of the only women in the room.  I was feeling nervous.  I was a senior in college.  I wasn't sure how well I'd do.  And while we're waiting for the exam to start, a group of men began to yell things like: 'You don't need to be here.'  And 'There's plenty else you can do.'  It turned into a real 'pile on.'  One of them even said: 'If you take my spot, I'll get drafted, and I'll go to Vietnam, and I'll die.'  And they weren't kidding around.  It was intense.  It got very personal.  But I couldn't respond.  I couldn't afford to get distracted because I didn't want to mess up the test.  So I just kept looking down, hoping that the proctor would walk in the room.  I know that I can be perceived as aloof or cold or unemotional.   But I had to learn as a young woman to control my emotions.  And that's a hard path to walk.  Because you need to protect yourself, you need to keep steady, but at the same time you don't want to seem 'walled off.'  And sometimes I think I come across more in the 'walled off' arena.  And if I create that perception, then I take responsibility.  I don't view myself as cold or unemotional.  And neither do my friends.  And neither does my family.  But if that sometimes is the perception I create, then I can't blame people for thinking that.""",9/8/16 12:11,806987,32857,206875,707382,87655,3014,739,1935,6262
"""It started getting really bad in ninth grade.  Shaking hands became uncomfortable.  I couldn't touch money.  I couldn't eat with utensils if they had touched the table.  Door knobs were the worst.  Touching them felt like touching dog poop.  It got to the point where I couldn't even play bassoon, and that's what I love the most.  My bed became my only safe space.  I'd stay in bed for a week at a time.  I dropped out of school.  Once I didn't leave the house for an entire month.  I got committed to a psychiatric hospital three different times, and honestly that was a relief.  It was like an escape from existing.  But I'm happy with where I am now.   I'm on so many medications but I'm doing much better.  I'm leaving the house twice a week.  I just finished a bassoon lesson.   I'm starting an internship soon.  And I'm applying to music schools this fall.""",9/7/16 18:16,163967,3082,2668,143806,15964,606,30,3555,6
"""We met in college.  He walked me home from school every day for five years.  We would talk about everything: how many kids we wanted, how we wanted to raise them, our roles in the home, where we wanted to live, and even where we wanted to go on vacation.  So there really haven't been many surprises.  A lot of couples only seem to talk about important things if they're forced to make big decisions.  And there can be this moment of: 'I didn't really know you.'  And there's pressure to make a decision.  And that's when the biggest arguments seem to happen.  We've luckily managed to avoid that because it's all been discussed before.  We've been married for fifteen years but we still walk home together from work every night.  We're actually doing that right now.""",9/6/16 19:46,740565,19034,38301,583568,155045,1738,154,53,7
"""I'm rebooting my life entirely, again.  It's time for Andrew 5.0.""",9/5/16 9:51,249159,7482,9446,228065,15713,147,5219,10,5
"""Every day seems like a new low.  I'm currently going through a transition with housing.  I've got issues with her father.  I'm on my own for the first time.  I don't even know where we're going to live.  But she's always trying to cheer me up.  One time she drew a rainbow, and put it in the mailbox, and told me I had mail.  When she saw me crying on Mother's Day, she said: 'I got you, Mommy.  You're the best Mommy ever and I'm always going to hold you down.'  And she learned this song from the show Yo Gabba Gabba.  It goes: 'If you try it, you'll like it.'  So that's what she says to me whenever I feel like I can't get out of bed.""",9/2/16 15:51,255215,3150,5731,189057,59146,282,80,6647,3
"Very proud to announce that Principal Lopez (The Lopez Effect), known in some circles as Nadia, has just published a book: The Bridge To Brilliance.  For those of you who followed her story last year, here's an opportunity to learn more about her story.  In addition to describing her journey, she shares lessons that she's learned while founding a middle school in one of the city's most economically disadvantaged neighborhoods.  The New York Times called her book:  ""A valuable depiction of what it takes for principals and teachers to reach children in the most troubled communities.""  Anyway, we're proud of her.  If you're interested in education, want to be inspired, or just want to support Principal Lopez, you can get her book here: http://amzn.to/2bGcDKu",9/1/16 17:16,64501,1176,2954,56802,7331,355,12,0,1
"""I'm going to first grade.  We're gonna do hard stuff.""",9/1/16 10:45,414331,4510,10249,370516,36538,123,7123,25,6
"(5/5)  ""I tried to make it as comfortable as possible for him.  We tried everything.  We went to every trial and appointment.  Larry really thought he was going to make it.  And I encouraged him as much as I could.  Even when he went blind.  Even when I had to carry him to the bathroom.  We still thought he was going to make it.  We were always moving forward.  Then one night we were lying in bed.  And I knew it was over.  He was covered in ulcers, and dehydrated, and emaciated.  And I told him that I loved him, and that we'd get through this, but at that moment I knew it was over.  Five days later he stopped breathing.  I never talked about Larry in our support groups, but my patients somehow found out what happened and a bunch of them came to the funeral.  So this is has always been more than professional to me.  I know about trauma.  And I know the treatment works.  Because I've been through it.""       -----------------------------------------------------------Gerard Ilaria is the head clinician at Headstrong Project.  He has provided one-on-one treatment for most of the veterans featured in this series.  Many of those veterans credit him with saving their life.  For the rest of the day, we are holding a fundraiser to help Gerard and Headstrong in their mission to heal veterans with PTSD.  The organization's budget last year was only $750,000.  We've raised over half that so far.  A small donation will go a long way, so please consider donating: http://bit.ly/2bQe8cR",8/31/16 19:35,80523,1301,2315,50003,13960,178,19,16348,15
"(4/5) ""This works feels very familiar.  I ran an AIDS program for twenty years before I started working with veterans.  Both jobs involve a highly stigmatized diagnosis. And both involve counseling people who have had a horrible, unexpected experience.  I began working with AIDS during the 1980s.  It seemed like we were losing an entire generation of gay men.  We had no fucking idea what was happening.  It was terrifying.  The moment I shook a new client's hand, I'd steel myself for his death.  My clients never lived more than two years and I had 125 at a time.  I tried to reassure them as much as I could.  I tried to help them with their shame. But mainly I just tried to manage their terror.  Our support groups could be gruesome.  Participants would come in with IV poles and we were losing people every single week.  Group members could look around the room and see the specter of their own future.  It was horrifying.  But they came anyway. They came every week because it was better than facing it alone.  This work has always been more than professional to me.  Because after work every single night, I'd go home to my partner, and care for him.  Because he was dying too.""   -----------------------------------------------------------------Gerard Ilaria is the head clinician at Headstrong Project.  He has provided one-on-one treatment for most of the veterans featured in this series.  Many of those veterans credit him with saving their life.  For the rest of the day, we are holding a fundraiser to help Gerard and Headstrong in their mission to heal veterans with PTSD.  The organization's budget last year was only $750,000.  We've raised nearly half that so far.  A small donation will go a long way, so please consider donating: http://bit.ly/2bQe8cR",8/31/16 17:42,64683,1188,3030,41112,8718,481,9,14356,7
"(3/5)  ""Trauma causes the brain to malfunction.  During a traumatic experience, memories cannot be processed correctly.  So a person with PTSD is still carrying those traumatic experiences around in their body.  Because those experiences were never filed away into the 'past tense,' the brain continues to operate as if the trauma is happening in the 'present tense.'  It's like a computer with a program that's running constantly in the background.  The idle is way too high.  And it's an exhausting way to live.  So those memories need to be revisited and processed.  And we have an amazing way of doing that.  It's called EMDR.  I won't explain it here, but it works.  It takes away symptoms.  It won't turn you into a yogi who sits on the beach.  But it will take away panic attacks.  It will take away insomnia.  And it will take away suicidal idealizations.  We aren't changing anyone.  But we are getting people back to their best self.""       ---------------------------------------------------------Gerard Ilaria is the head clinician at Headstrong Project.  He has provided one-on-one treatment for most of the veterans featured in this series.  Many of those veterans credit him with saving their life.  For the rest of the day, we are holding a fundraiser to help Gerard and Headstrong in their mission to heal veterans with PTSD.  The organization's budget last year was only $750,000, so a small donation can go a long way.  Together we can significantly magnify Gerard's impact: http://bit.ly/2bQe8cR",8/31/16 15:35,66150,2136,9176,56749,8143,1011,4,238,5
"(2/5)  ""PTSD results from an overactive sympathetic nervous system.  It's the same part of the brain that kept our ancestors alive when lions jumped out of the bushes.  It's 'fight or flight.'  If a soldier's mind stays in that mode for too long, it doesn't always come back.  Everyone expects veterans to return to normal when they come back home.  The kids are so excited that Daddy's back.  Their spouse wants them to get a good job, and join the rotary, and save for a bigger house.  But it's only the veteran's body that has returned to safety.  Their nervous system is still living in a dangerous place.  PTSD creates the feeling that something terrible is always around the corner.  It can cause anxiety, confusion, and isolation from loved ones.  But worst of all, it can make it seem like things will never get better.  Most of my clients report a sense of foreshortened future.  And that's the first symptom I treat.  Because the stakes could not be higher.  Everything else can wait.  First and foremost, we're a suicide prevention program.""---------------------------------------------------------Gerard Ilaria is the head clinician at Headstrong Project.  He has provided one-on-one treatment for most of the veterans featured in this series.  Many of those veterans credit him with saving their life.  For the rest of the day, we are holding a fundraiser to help Gerard and Headstrong in their mission to heal veterans with PTSD.  The organization's budget last year was only $750,000, so small donations will go a long way.  Together we can significantly magnify Gerard's impact: http://bit.ly/2bQe8cR",8/31/16 13:35,77100,1063,8544,66595,8452,157,6,1887,3
"(1/5) ""I understand that it's not sexy to talk about treatment. But the maddening thing about PTSD is that it's completely fucking fixable. The narrative about it has got to change. PTSD is not Uncle Joe from Vietnam. It's not homelessness. It's not a heroin addiction. It's not the end of the world and it's certainly not suicide. PTSD is an anxiety disorder and we can treat it. But you've got to get help. In the military, you hear things like 'shake it off' or 'rub dirt on it.' And those are great messages for people at war. But you're home now. You're back with your families and the warrior mindset is no longer appropriate. If your nervous system is broken, it needs to be fixed. Just like a broken leg needs to be fixed. It's that simple. You may have served with guys who don't have issues-- that's great for them. But that doesn't mean they are stronger than you. It means they don't have the same nervous system as you. It's not weakness. It's science. And it can be solved.""---------------------------------------------------------Gerard Ilaria is the head clinician at Headstrong Project. He has provided one-on-one treatment for most of the veterans featured in this series. Many of those veterans credit him with saving their life. Gerard often speaks out passionately against the 'warrior culture' of the military. He believes that an overemphasis on 'toughness' and 'not needing help' contributes to the stigmatization of PTSD. He believes this stigma keeps veterans from getting the help they need. For the rest of the day, we are holding a fundraiser to help Gerard and Headstrong in their mission to heal veterans with PTSD.  The organization's budget last year was only $750,000, so a small donation will go a long way. Together we can significantly magnify Gerard's impact: http://bit.ly/2bQe8cR",8/31/16 11:35,187529,3055,34319,160903,25482,191,16,925,12
"""I went out for beers one night with my battalion commander-- Colonel Willy Buhl.  He really cared about us.  He was one of those leaders who'd remember the name and birthday of every man in his battalion.  So we're sitting at the bar one night, and we're talking about all the men we'd lost to suicide.  A number of Marines from our battalion had killed themselves since we'd been home.  And there had been an especially bad one recently.  One of our guys had shot himself with his wife and kids downstairs.  Colonel Buhl and I realized that there'd soon be a point in time when we'd lost more Marines to suicide than to enemy action.  And I knew we had to do something.  It's an epidemic.  Every veteran knows another veteran who's taken their own life.  We have to do better.  So I approached a top psychiatrist and public health expert named Dr. Ann Beeder, and I asked her a question: Can we take all the friction out of the process of getting help?  The Headstrong Project was our answer to that question.  We wanted to create a treatment option with zero cost and zero bureaucracy, so that a veteran's only challenge was showing up.  All they have to do is overcome the stigma of PTSD."" --------------------------------------------- Zach Iscol is the founder of Headstrong Project, which partnered with HONY to tell the stories of veterans suffering from invisible wounds.  Tomorrow is the last day of the series and will focus on treatment.  Headstrong has already provided treatment to hundreds of veterans, and has ambitious plans to remodel our approach to the treatment of trauma.  But the organization is just a few years old and operates with very limited resources.  Last year's entire budget was around $750,000.  If you've been moved by any of these stories, we're holding a fundraiser to help Headstrong Project in its fight against PTSD.  We could make a very significant impact if we raise $100,000.   Please consider empowering Zach's efforts with a small donation:  http://bit.ly/2bQe8cR",8/30/16 17:45,196646,2476,35464,162095,29816,371,36,4304,24
"""The military is mostly filled with people who genuinely desire to do the right thing.  More Marines receive the Medal of Honor for jumping on grenades than any other action.  It's a culture where officers eat last and everyone shares their water.  These people grew up as boy scouts and girl scouts.  The whole reason they volunteered was because they wanted to do the right thing.  But the right thing is never clear in war.  If you shoot too early, an innocent person gets killed.  If you shoot too late, you lose a buddy.  So a lot of our injuries are moral ones.  Most of us come home feeling like we did something wrong.  Or we didn't give enough.  Or that our friends gave too much.  My best friend in the Marines was a guy named Ronnie Winchester.  He was the nicest guy you can imagine.  My 22nd birthday was during our officer training course.  None of us had slept.  We were all starving.  We were only getting one ration per day.  But Ronnie wanted to give me a memorable birthday.  So he put a candle in his brownie and gave it to me.  That's how nice of a guy he was.   Ronnie ended up getting killed in Iraq.   And if a guy like Ronnie got killed, you can't help but wonder why you deserve to be alive.  Ronnie was 25 years old when he died.  He is always going to be 25 years old.  I have a wife and kids now.  I get to grow old.  But Ronnie Winchester is always going to be 25.""",8/29/16 15:42,175327,2726,16005,115750,12862,425,33,46186,71
"(6/6) ""We like to say that God has a plan, but we just didn't get to have a say in it. After the boys died, we dedicated our lives to encouraging young people to get help with depression.  So many soldiers are afraid to seek help.  They're afraid to tell the Army.  They're afraid of what their fellow soldiers will think.  We want them to know that it's no different than asking for help with a broken arm.  After the boys died, we never thought we'd be happy again.  Carol felt suicidal herself.  I felt guilty for even laughing.  But happiness returned slowly.  Our daughter Melanie is doing great.   She's a runner, and a swimmer, and a nurse.  I ended up getting promoted to general on September 22ndäóîJeffrey's birthday.  My boss engraved my sons' names on each star.  During the ceremony, while he was pinning the stars on my shoulders, he told me: 'Kevin and Jeffrey will always be with you.'  When I became a general, I was allowed to select an aide.  I interviewed eight people for the position.  I chose a fantastic young man named Joe Quinn.  And Joe is now my son-in-law.   He ended up falling in love with Melanie, they got married, and we're expecting our first grandchild in a month.  We are just giddy about that.  So 'happy now' is different than 'happy then,' but we do feel happiness again.   'Happy now' is Melanie and Joe.  'Happy now' is our future grandchild.  And 'happy now' is a young soldier who hears Kevin's story, and tells us that they got help.""",8/28/16 19:45,293161,6083,11261,203484,78254,570,53,10789,11
"(5/6) ""I knew the moment Mark came home.  The general was with him.  That morning I'd seen on the Internet that two soldiers were killed in Iraq.  I immediately walked into the bathroom, and Mark was shaving, and I asked him if he thought it could be Jeff.  He told me: 'No way.  We'd know by now.'  So when Mark came back home a few hours later, I knew.  I started finding pictures of the boys together, and spreading them out on the table.  I kept thinking:  'The boys are together, the boys are together, the boys are together.'  I think I freaked out General Valcourt.  He probably thought I was crazy.  But saying those words was the only thing holding me together.  The boys had always been so close.  They were best friends as well as brothers.  They did everything together.  They even joked that they'd build their houses together, and share a pool, and share a dog.   After Kevin's death, Jeffrey always told me: 'Don't worry Mom.  He's with me.  I can feel it.'  All of us kept journals when Kevin died.  The grief counselor recommended it.  But Jeffrey was the only one who kept it up.  He addressed every entry to Kevin.  They shipped us Jeffrey's journal when he died, and the last thing he'd written was: 'I'll be in touch.'""",8/28/16 18:05,95196,1470,2966,49091,8517,216,31,37304,37
"(4/6) ""Jeffrey was set to deploy not long after Kevin's death.  I begged him not to go.  I remember we went on a walk, and he said to me, in this real mature voice: 'Dad, you know I have to go.  My men need me.'  And I said: 'Jeff.  You don't have to go.  We need you here.  Mom needs you, Melanie needs you, and I need you.'  But he insisted.  I was a colonel at the time.  And even though the father in me couldn't understand, the soldier in me did.  Jeffrey had to make his own path.  He left for Iraq on Kevin's birthdayäóîNovember 15th, 2003.  He was killed three months later.  On that morning my boss was scheduled to leave on a trip.   He was a two star general.  We spent the morning together, then he told me 'goodbye,' and I assumed he left for the airport.  But a few minutes later, I stepped into his office, and I found him standing alone in the dark.  I said: 'Sir, did you miss your plane?'  And he started walking toward me.  And I knew.  I knew when he took that first step.  And he grabbed me, and he said: 'Mark, it's Jeff.'  And I said: 'Is he hurt?'  And he told me: 'Mark, he's gone.'  And I said: 'Are you sure?'  And he said: 'I've known all morning.  I verified three times.'  I thought 'No, no, no, no, no.  This can't be.  This isn't possible.  Not both of them.'""",8/28/16 16:05,84327,2386,2777,34650,2889,212,28,46466,82
"(3/6) ""I lost my dad when I was eleven.  So I know what it means to be sad.  I just didn't know that you could die from being too sad.  Kevin called us the night before.  He hadn't been sleeping.  He'd been up all night playing this game called Sim City, and he'd just beaten the game.  He'd become a four star general or something, and his friends were so happy for him, but he sounded so sad.  He said:  'I did everything the world says is success, but it's not all it's cracked up to be.'  Then he quoted Henry David Thoreau-- that line about the masses living lives of quiet desperation.  And he was crying.  And I said: 'Kevin, I'm so proud of you.  I'd be proud of you even if you were digging ditches.  If it's the Army, drop out.  I'll pay back the scholarships.'  But he told me: 'Dad, I can't quit.  It's the soldier's creed.'  So I just told him that I loved him.  And that was the last time we spoke.  We got a call the next night from Jeffrey.  They were living together at the time.  Jeffrey was hysterical.  He said: 'Dad.  Kevin's gone!'  I said: 'What do you mean?  Gone?'  And he said: 'Kevin's dead!  He hung himself!'  And I just started screaming: 'No! No! No!'  And I told Carol what happened.  And she wasn't crying.  I remember feeling scared that she wasn't crying.  She just fell on the floor and started crawling to the living room.  She was trying to get to her Bible.""",8/28/16 14:25,87626,1978,3568,37731,3039,236,28,46559,33
"(2/6)  ""The Army was different back then.  You have to remember, we had all those years of peace.  For us it was swim meets and soccer games.  Mark signed up to coach all the kids' teams.  He didn't want to miss a moment with them.  We had three children.   Jeffrey was our oldest, then Kevin, then Melanie.  Jeffrey was a leader like his Daddy.  He wanted to build things.  He erected tents in the living room.  He slept in a sleeping bag.  But Kevin was different.  He was the tenderhearted one.  He felt the pain of the world.  I remember how shocked he was when he learned about slavery in school.  He couldn't even eat when he learned about the Holocaust.  Jeffrey would always say: 'Kevin!  Stop thinking so much!  Let's go play soccer!'  But Kevin always felt like he had to figure out the world.  He was our smart one.  He wanted to be a doctor.  He got two scholarships to college.  He was the top cadet in ROTC.  I knew that Kevin struggled with sadness.  But I just gave him a bunch of Mom advice: 'exercise more, 'sleep more,' 'eat more vegetables.'  I tried to pray it away.  I wrote letters to God, asking to lift Kevin's 'spirit of depression.'  And we didn't tell anyone.  I thought: 'He's doing so well in school.  Don't rock the boat.'  We kept it a secret.   So I think we share in what happened.""",8/28/16 11:49,54931,686,2001,35496,3075,101,15,16231,13
"(1/6) ""We met in college. Mark had long hair and a beard. He was class president so there were posters of him hanging up around campus. He was really cool. I was kind of 'not cool.' I played saxophone in the band. I was a Christian. Neither of those things was very cool in the 70's. I tried to impress Mark by participating in a blood drive that he was organizing. I ended up passing out and they had to wheel me out in front of the rest of the students. But we started dating eventually. Everything happened so fast after that. We got married when we were twenty-one. When he proposed, Mark told me: 'I just want you to know that I probably won't live long.' His father had died of a heart attack at the age of thirty-one, so Mark was convinced that he'd die young too. Neither of us ever dreamed it was our boys we would lose.""",8/28/16 9:45,85113,2729,3738,50776,3698,606,22,29987,24
"""We were built to think alike.  Everything is so standardized in the military that you can function without thinking.  If I ever needed night vision goggles, somebody could throw me their bag, and I'd know exactly what pocket to find them in. We were like cogs in a wheel.  And that may sound like a bad thingäóîbut it's not. Nobody wants to think of themselves as cogs in a wheel, but humans love structure. Our behavior is predictive.  All of us tend to be in the same place, at the same time, every single day.  The tendency is just accelerated in the military.  And it feels good.  It feels good to know your place.  It feels good to wear the same uniform.  It feels good to know exactly what you're contributing to the mission, to the team, and to the country as a whole.  Your value is so clear.  But then you come home and the lines are blurred.  It's hard to discover that value again.  You're not sure where you fit.  You're not sure how you connect to other people.  You're not sure how to make a difference.  It can be very isolating.  And all you want to do is be back on a team.""",8/25/16 11:44,91035,1861,5162,79334,5241,435,12,6000,13
"""I don't feel good about it.  It will bother me for the rest of my life and honestly I'm happy about that.  I'm embarrassed by how little I knew.  I was a kid from Texas.  I flew on a plane for the first time when I went to boot camp.  I had this visceral desire to seek vengeance for 9/11, and I believed our government when they told me that there was a connection to Iraq.  So I fully supported the war.  I thought we were bringing bad people to justice. I didn't understand the nuances.  I didn't know anything about the people of Iraq, or the culture, or the country.  And I feel ashamed about that.  I'm getting my graduate degree in Middle Eastern history right now.  And the more I learn, the worse I feel.  I got so much personal benefit from being in the military.  In many ways it was the greatest thing I've ever done.  But I could have gotten those personal benefits from other means.  I was in Iraq for one year.  And the trauma of that year will impact me for the rest of my life.  But for the people of Iraq, it's been ten years.  And they're still being traumatized on a daily basis.""",8/24/16 11:07,175699,2065,15980,142561,10189,949,22,21822,156
"""I have professors at Columbia who view me as a terrorist for fighting in Iraq.  But I believe that America is an example to be emulated, and I went over there to provide those people with basic human freedoms.  But when you get over there you realize that you're fighting kids.  Everyone was kids.  You see it when they're dead.  These weren't the guys who were flying into towers.  These were kids who grew up poor, stepped into the wrong madrasa, and were manipulated by people with a shit load of money into executing somebody else's worldview.  None of them came out of the womb hating.  None of them came out of the womb thinking anything else but holy shit this is a bright beautiful world.""",8/22/16 18:25,176569,2374,13195,138747,10616,656,35,26321,194
"(2/2) ""In Afghanistan I spent so much time imagining what it would be like when I came home. I built up this perfect world. I imagined eating a big cheeseburger. And taking the longest shower. And meeting up with all my friends. Maybe we'd even take a trip to the beach just to catch up. And everything would be just like when I left. And people would be so happy to see me. Because they'd be thankful for the sacrifices that I made. But when my plane landed, nobody was there to meet me. My mom couldn't afford to take off work. My father had died while I was gone. The rest of my family couldn't afford to travel. One of the first things I did was visit the two friends who had written me letters. The whole time I was in Afghanistan, I only got four letters from two friends. So I had to visit them right away to tell them that those letters meant the world to me. But after those visits, I was pretty much by myself. So I sat in my room and I started thinking. I'd been so busy in Afghanistan. There was always a job to do. But now it was quiet. So I thought about all the things that I'd kept at bay. I thought about the little girl that I saved. And what her life is like now. And I wondered if she's still alive. And if she is still alive, does she even want to be?""",8/21/16 20:15,157595,4168,7618,100823,11419,887,39,44375,52
"(1/2) "" I don't think it's possible to be a medic in a conflict zone and not have something stay with you.  Something that you didn't have before you went.  I have the hardest time forgetting this little girl.  She was brought to our post one day.  Two men ran toward us carrying a bundle of blankets.  And they're yelling in Pashto.  And at first all I can see are these bloody blankets, but then I peel them back, and there's this little girl inside.   She stepped on a landmine while playing soccer and she's gone below the knee, gone below the elbow, gone below the hand.  And everything is seething.  And I can smell the flesh.  And she's screaming.  But I'm trained to drown it out.   I'm trained so well that I almost don't hear the screaming.  I focus on our interventions.  Stop the bleeding.  Apply tourniquets.  Administer the IV.  I overdosed her on morphine.  I'll never forget that.  I just kept pushing until the screaming stopped.  And then a helicopter came and got her.  And she lived.  And I was fine throughout the whole thing.  I was just like a robot.  I'd been trained for chaotic situations.  But they don't train you for the aftermath.  They don't train you for when the helicopter has lifted off, and suddenly everything is quiet.""",8/21/16 18:57,161897,3586,10455,100082,10203,1941,30,49559,82
"(3/3)  ""After I had the flashback that night, two of the guys on my team came up to me and said: 'You're getting help.'  I said: 'No I'm not.'  And they said: 'Yes you are.  Most of us do.'  And that finally convinced me.   I'd never gotten help because I never wanted to appear weak.  I'm the son of a man who lost his entire team in Vietnam.  I've been through some of the toughest training on earth.  I never quit anything in my life.  So it took me the longest time to admit that I had a problem.   Whenever I saw a homeless vet, or an alcoholic vet, I'd say: 'That's not me.  I've got a good job.  I've got a family.'   I did my best to cope with my issues through physical exertion.  I threw myself into work.  I'd go for long swims in the morning and long runs at night.  I thought if I never stopped moving, I could hold down my stress.  But it finally caught up with me.  And I broke down.  And those two guys convinced me to go to therapy.  And it was the best decision I've ever made.  I used to think that I was weak for needing help.  I realize now that my weakness was never getting it.""",8/17/16 20:18,102584,1390,5301,83740,15318,204,15,3298,9
"(2/3)  ""I kept having these nightmares of being trapped in a burning vehicle.  They were non-stop.  I'd wake up screaming and I couldn't breathe.   I wasn't sleeping at all.   I was overworked and going through a horrible divorce.  At the time I was working as a medic on a SWAT team, and one night at work I had a really bad flashback.   We were about to serve a warrant.  All of us were in the back of a truck and it was completely dark because we were preserving our night vision.  And somebody turned on a red flashlight to adjust their equipment.  And I'm seeing our shadows on the wall, and suddenly I think we're in a helicopter.  And I'm trying to fight it but it seems so real.  I'm telling myself, 'Keep it together.  Keep it together.'   I know it's not real but I'm actually smelling the fuel and hearing the sounds of the turbine.  And then the back door opened.  And the next thing I know, I'm standing on the third floor of this building with no idea how I got there.  And that was the last raid I ever did.  We had a training session later that week.  Afterwards I closed myself in a van, put down my rifle, and started to cry.  I was stressed to the hilt.  The next day I started looking for help.""",8/17/16 18:52,39664,460,862,27056,2193,293,8,10102,12
