status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
"When this dad found out his 16-year-old daughter had had sex, he didn't yell at her. He didn't even sit down and talk to her about it. He decided he would give her a punishment that is beyond understanding.",Dad Gets 30 Years In Prison For Giving His Daughter This Punishment,link,https://www.opposingviews.com/i/society/crime/when-dad-found-out-his-16-year-old-daughter-had-had-sex-he-didnt-yell-her-he-didnt?fb=ovWhen,4/30/17 16:40,117,17,32,47,1,12,0,4,53
"After waiting for years, a man finally had sex with his new wife. However, his honeymoon quickly turned into a nightmare when he took a look inside her underwear.","Man Waits Until Marriage To Have Sex With Wife, Takes One Look Inside Her Underwear, Divorces Her",link,https://www.opposingviews.com/i/health/man-divorces-wife-tv-show-because-she-has-no-vagina?fb=ov,4/30/17 16:20,392,93,92,234,5,99,42,11,1
"Four police officers stopped by Outback Steakhouse for a quick bite. From the moment they entered the restaurant, they could immediately feel the eyes of the employees on their uniforms. Still, nobody did anything out of the ordinary. Finally, when it came time to pay the bill, the officers noticed something scribbled on their receipt.",Outback Employees Leave Note On Officers' Receipt (Photo),link,https://www.opposingviews.com/i/society/outback-steakhouse-employees-leave-note-officers-receipt?fb=ovFour,4/30/17 16:00,79,11,9,67,10,2,0,0,0
Charlie Sheen's plane was just ordered to land immediately or face the consequences. The reason why has left Charlie Sheen's fans outraged.,Federal Authorities Order Charlie Sheen's Plane To Land Immediately - Reason Why Leaves Fans Shocked,link,https://www.opposingviews.com/i/society/charlie-sheens-private-plane-ordered-land-drug-inspection-california-after-star-went?fb=ov,4/30/17 15:40,87,24,8,65,3,8,9,2,0
"For years the woman suffered from bad breath, so she went to the dentist to get it checked out. He took one look inside her mouth and knew what was wrong.",Woman Gets Big Surprise When She Goes To Dentist To Fix Her Chronic Bad Breath,link,http://www.americanow.com/story/health/2016/06/14/woman-gets-big-surprise-when-she-goes-dentist-fix-her-chronic-bad-breath?fb=ovFor,4/30/17 15:20,62,5,15,45,3,13,1,0,0
"When this man was sentenced to life in prison for raping a 2-year-old girl and giving her chlamydia, he burst into tears and buried his face in his hands. Suddenly, he stood up, and that's when he made an admission that nobody saw coming.","Man Gets Life In Prison For Raping 2-Year-Old, Gets Up And Makes Surprising Admission",link,https://www.opposingviews.com/i/society/crime/man-sobs-while-receiving-life-prison-raping-2-year-old-and-giving-her-chlamydia-then?fb=ov,4/30/17 15:02,110,66,29,65,0,2,4,8,31
People on welfare have to take a drug test to receive taxpayer funds. Does that mean Congress should be drug tested too?,Should Congress Be Drug Tested?,video,https://www.facebook.com/opposingviews/videos/10154720774476051/,4/30/17 14:40,26279,7282,6449,24702,987,58,496,8,28
"This woman was hired as a food service aide at a Chicago children's hospital roughly 8 years ago. From time to time she picked up overtime hours, but never said much to anyone during the time she was there. As a result, nobody had a clue what she was up to until her boss walked in on what she had hidden in a back room.","Hospital Worker Hid Secret On Job Every Day For 8 Years, Then Boss Sees It",link,http://www.americanow.com/story/society/2016/12/19/hospital-employee-shocks-staff-christmas-surprise?fb=ov,4/30/17 14:20,355,33,74,271,73,9,0,1,1
"This boy went off to school looking like his usual self. The next time his family saw him - he looked like this. When they demanded answers about what happened to him, they got the last news they wanted to hear.","Parents Demand Answers After Son Ends Up Looking Like This, Get The Last News They Wanted To Hear",link,http://www.americanow.com/story/society/2017/02/15/photos-released-showing-bullied-teen-savagely-beaten?fb=ov,4/30/17 14:00,287,32,55,82,1,3,2,71,128
Look closely at this picture of Kelly Osbourne and you'll see the bizarre reason why it's going viral.,Kelly Obsourne Photo Goes Viral For Unexpected Reason (Photo),link,http://www.cookingpanda.com/story/trending/2017/04/18/kelly-obsourne-photo-goes-viral-unexpected-reason-photo?fb=ov,4/30/17 13:40,63,2,1,48,4,6,5,0,0
"A reporter ordering food at a local restaurant saw a bunch of Secret Service agents. Turns out, President Trump was in there at the time -- and what he saw our President do to a busboy just moments later left him stunned","After Secret Service Arrives, Reporter Stunned By How Trump Handles Bus Boy",link,http://www.americanow.com/story/politics/2017/02/28/many-shocked-what-trump-hands-busboy-photos?fb=ov,4/30/17 13:20,390,176,91,317,31,22,10,2,8
"This cop was arrested for molesting a 9-year-old girl. As soon as the jury announced their verdict was, he pulled out a little bottle and took a big gulp. It wasn't until much later that officials discovered what he drank.",Cop Who Molested 9-Year-Old Girl Drinks Something In Court Immediately After Verdict Is Announced,link,https://www.opposingviews.com/i/society/cop-who-molested-9-year-old-girl-drinks-poison-court-verdict-announced?fb=ov,4/30/17 13:00,70,15,23,37,0,5,0,0,28
"This woman noticed airline officials staring at her breasts, but she couldn't figure out why. Eventually, one came over and said something. That's when it hit her.","Woman Sees Airline Officials Staring At Her Breasts But Can't Figure Out Why, Then It Dawns On Her",link,https://www.opposingviews.com/i/society/woman-says-she-was-thrown-spirit-airlines-because-her-large-cleavage?fb=ovThis,4/30/17 12:40,130,62,14,88,2,18,1,6,15
"This woman thought her life couldn't possibly get any better. She had just gotten married and was as happy as she had ever been. While on their honeymoon, she opened up her new husband's computer. And that's when she saw it.",New Wife Learns Husband's Horrifying Secret During Honeymoon,link,http://www.opposingviews.com/i/society/it-seemed-things-couldnt-get-better-woman-after-marrying-love-her-life-while-their?fb=ovThis,4/30/17 12:20,38,3,3,22,0,3,0,4,9
"Nicole Langmead's 4-year-old daughter needed to use the restroom while they were in McDonald's, so she let her go alone. After taking much longer than usual, the mother was about to go check, when the little girl ran from the bathroom in tears. That's when Nicole noticed something terrifyingly wrong about her daughter's legs.","4-Year-Old Girl Runs Out Of Public Bathroom Crying, Then Mom Sees What's On Her Legs",link,http://www.americanow.com/story/health/2017/04/17/girl-goes-mcdonalds-bathroom-ends-hospital?fb=ov,4/30/17 12:00,649,98,396,189,4,8,1,118,329
"As Barack and Michelle Obama were captured on a yacht this weekend, people were surprised to realize who else was on it with them.",Photos Of Obamas On Yacht Surface And People Realize Who They're With (Photos),link,https://www.opposingviews.com/i/social/obamas-party-tom-hanks-oprah-bruce-springsteen-david-geffens-superyacht?fb=ovAs,4/30/17 11:40,227,139,23,171,29,4,6,2,15
"Every single day for approximately 21 years this mom sadly stared at the one photo she had of her abducted son. She always wondered where he was and how he was doing. Well, she just got her answer.","2 Decades Later, Mom Learns What Happened To Abducted Son",link,http://www.americanow.com/story/society/2016/08/31/2-decades-later-mom-learns-what-happened-abducted-son?fb=ov,4/30/17 11:21,158,15,35,111,8,11,0,28,0
"An hour after being officially hired at KFC, this woman's new boss called her back and said with no apologies: we actually can't hire someone like you.",Woman Outraged After Discovering KFC's Reason For Firing Her,link,http://www.americanow.com/story/society/2016/07/29/woman-outraged-after-discovering-kfcs-reason-firing-her?fb=ov,4/30/17 11:00,54,33,9,27,1,4,10,7,5
"This trucker was filling up his tank when he noticed something odd inside an RV. When he realized what was in there, he immediately dialed 911. It's a good thing he did.","Trucker Notices Strange Behavior In RV, Takes Immediate Action (Video)",link,http://www.americanow.com/story/crime/2016/07/31/trucker-notices-strange-behavior-rv-takes-immediate-action-video?fb=ov,4/30/17 10:40,79,4,16,54,1,6,0,4,14
"Police called what they discovered in this man's home ""the most disturbing thing we have ever seen.""",Police Regarding What They Found In Man's Home: 'Most Disturbing Thing We've Ever Seen',link,https://www.opposingviews.com/i/society/man-had-9000-child-and-animal-porn-images?fb=ovPolice,4/30/17 10:20,46,16,10,18,0,1,0,3,24
"This woman is in serious trouble after purchasing a female slave, having her transported from Mexico, and keeping her for a full two years. Unfortunately, that wasn't even the worst of it as cops would later be left horrified to hear what the sick woman kept putting inside her victim -- and it has many people disgusted.","Woman Buys Female Slave, Cops Horrified By What She Kept Putting Inside Her",link,http://www.americanow.com/story/crime/2017/04/03/woman-buys-girl-sex-slave-forces-her-do-horrible-act?fb=ovThis,4/30/17 10:00,156,17,83,53,4,14,0,11,74
"When this little girl's school found out she was wearing a wig, they demanded she take it off and never wear it there again. You would think when they found out what was underneath, they'd change their minds. Nope.",School Refuses To Change Mind About Girl's Wig Even After Finding Out What's Underneath It,link,https://www.opposingviews.com/i/society/when-little-girls-school-found-out-she-was-wearing-wig-they-demanded-she-take-it-and-never?fb=ovWhen,4/30/17 9:40,287,108,49,49,1,5,0,62,170
President Trump could very soon have bad news for women in the United States. Do you support what he's doing?,Trump's Latest Action Could Spell Bad News For Millions Of American Women; Is He Going Too Far?,link,https://www.opposingviews.com/i/society/prominent-doctor-says-women-will-lose-right-have-abortion-under-trump?fb=ov,4/30/17 9:20,260,437,53,156,13,5,10,9,67
A couple is being sued simply because of the truck in their own driveway. The reason why is almost too hard to believe.,These Homeowners Were Sued For Parking Their Own Truck In Their Own Driveway,link,https://www.opposingviews.com/i/society/these-homeowners-were-sued-parking-their-own-truck-their-own-driveway?fb=ov,4/30/17 9:00,166,69,32,56,2,21,4,5,78
"This woman went to a fast food restaurant hoping to grab a quick bite. When she stepped up to order, the employee took one look at her and immediately told her to take a walk.",Woman Stunned To Learn Why She Was Being Denied Service At Hardee's Restaurant,link,https://www.opposingviews.com/i/social/police-officer-denied-service-hardees-restaurant-because-cook-doesnt-cops?fb=ovThis,4/30/17 8:40,160,68,21,68,1,13,2,6,70
"At first glance, people didn't see anything strange about this scene. Just two penguins preparing to mate - no big deal. Then, when they got a little closer, they noticed something about the penguins",Photo Of Mating Penguins Goes Viral After People Realize Who's In Them (Photo),link,https://www.opposingviews.com/i/society/first-glance-people-didnt-see-anything-strange-about-scene-just-two-penguins-preparing?fb=ovAt,4/30/17 8:20,43,11,11,38,4,1,0,0,0
"A 14-year-old girl was given to this man as a gift. He raped and brutalized her. When police went over to investigate what was happening in his home, they found 11 more girls inside, ranging in age from 6 months to 18 years old. And that's not even the worst part.",Police Make Upsetting Discovery Inside Home Of Man Living With 12 Young Girls,link,http://www.americanow.com/story/crime/2016/12/25/police-make-upsetting-discovery-inside-home-man-living-12-young-girls?fb=ov,4/30/17 8:00,800,103,678,164,0,39,0,83,514
"After this man threw acid in a little girl's face and blinded her, officials decided there was only one punishment they could give him so that he would really learn his lesson.","Man Throws Acid In 4-Year-Old Girl's Face And Blinds Her, Is Shocked When He Hears His Punishment",link,http://www.americanow.com/story/society/2016/11/30/man-throws-acid-4-year-old-girls-face-and-blinds-her-shocked-when-he-hears?fb=ov,4/30/17 7:40,127,38,26,84,5,16,2,5,15
